NEW BOM ID,Component Type,PHX Class,Supplier/Manufacturer,Address,Email,Contact Number,SUPPLIER MFG LT,TRANSIT LT,AMZ Safety Days,WH Safety Days,PO Issue Days,Master Pack,MOQ,OrderingUOM,Unit Price (Published Online),Shipping Cost,Landed Cost,"Conversion ( to L, Kg, Caps, pc)",Converted Unit Price,IMS-Unit,Supplier/Manufacturer,Address,Email,Contact Number,Supplier Payment Terms,Product Link,Supplier Product ID/Model #,Description,Remarks,Alternative Supplier 1,Alternative Supplier 2,Monthly Usage,Monthly Spend,duplicate,TOTAL LT BOM MASTER,,Comments,,,,,,,,,
LABL-PS-3.75x3-Citrulline-Malate-250g,Label,C,Wizard Labels,"29124 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3027,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Alpha-GPC-25g,Label,C,Wizard Labels,"29125 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3028,6,3,60,30,3,,500,pcs,0.3294,0,0.3294,1,0.3294,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Beta-Alanine-1kg,Label,,Wizard Labels,"29126 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3029,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-3.75x4.75-Matcha-Greenn-Tea-Org-2oz,Label,C,Wizard Labels,"29127 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3030,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Monk-Fruit-Stevia-Blend-4X-4oz,Label,C,Wizard Labels,"29128 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3031,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Spirulina-Org-1kg,Label,,Wizard Labels,"29129 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3032,6,3,60,30,3,,500,pcs,0.47,0,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Cordyceps-Militaris-Org-6oz,Label,C,Wizard Labels,"29130 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3033,6,3,60,30,3,,500,pcs,0.47,0,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Spirulina-Org-250g,Label,,Wizard Labels,"29131 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3034,6,3,60,30,3,,500,pcs,0.47,0,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Wheatgrass-Powder-Org-8oz,Label,C,Wizard Labels,"29132 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3035,6,3,60,30,3,,500,pcs,0.333,0,0.333,1,0.333,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Myo-Inositol-1kg,Label,C,Wizard Labels,"29133 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3036,6,3,60,30,3,,500,pcs,0.26,0,0.26,1,0.26,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Longjack-200:1-100g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.47,0,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Longjack-100:1-25g,Label,,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.47,0,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Wheat-Grass-Org-150g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.28,0,0.28,1,0.28,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Spirulina-Org-16oz,Label,,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.47,0,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Shilajit-25g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.47,0,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Citrulline-Malate-1kg,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.333,0,0.333,1,0.333,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-3.75x3-5StepAcneKit,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.333,0,0.333,1,0.333,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
PCH-8oz-Stndup-Matt,Container/Pouch,,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",service@ingredientsonline.com,562-207-9780,3,6,60,30,3,,1000,pcs,0.32,0.01,0.33,1,0.33,Pcs,,,,909-923-9588,CBS,https://www.sav-onbags.com/8-oz-Matte-Stand-Up-Pouch_p_128.html,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-3.75x3-Acne-Patches,Label,B,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3036,6,3,60,30,3,,500,pcs,0.1251,0,0.1251,1,0.1251,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-3.75x3-2Step-Cystic-Face-Wash-Bundle,Label,C,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.333,0,0.333,1,0.333,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-3.75x4.75-Body-Spray-4oz,Label,A,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.1614,0,0.1614,1,0.1614,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
RM-PWD-Stevia-Flavor-Chocolate,Raw Material,,IHF,,,,7,5,60,30,3,1,1,kg,251.5,5.3,256.8,1,256.8,Kg,,,,,,https://www.wizardlabels.com/,,,,,,,,1,15,,,,,,,,,,,
LABL-AY-5.25x5.75-Shower-Spray-Euc-8oz,Label,C,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.32,0,0.32,1,0.32,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
TA-Crepey-Skin-Repair-Treatment-8oz-HS,Turnkey FG,A,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,5000,pcs,2.4,0,2.4,1,2.4,Pcs,,,christina@healthspecialty.com,562-273-0348,NET30,https://www.wizardlabels.com/,,,,,,,,1,91,,,,,,,,,,,
WL-OPTML-Hair-Savior-60-Norax,White Label,,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,770-683-8800,93,6,60,30,3,,1000,pcs,5.05,0.28,5.33,1,5.33,Pcs,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,404-433-8851,50/50,,,,,,,,,1,102,,,,,,,,,,,
OPTML-Hair-Savior-60-Norax,Turnkey FG,C,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,770-683-8800,93,6,60,30,3,,1000,pcs,5.05,0.28,5.33,1,5.33,Pcs,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,404-433-8851,50/50,,,,,,,,,1,102,,,,,,,,,,,
LABL-TA-3.75x3-TA-2StepAcneKit-FCreamFWash3.4oz,Label,C,Wizard Labels,"29121 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3024,6,3,60,30,3,,500,pcs,0.28,,0.28,1,0.28,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Beta-Alanine-350g,Label,C,Wizard Labels,"29122 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3025,6,3,60,30,3,,500,pcs,0.1971,0,0.1971,1,0.1971,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Alcar-125g,Label,C,Wizard Labels,"29123 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3026,6,3,60,30,3,,500,pcs,0.1971,0,0.1971,1,0.1971,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Shilajit-50g,Label,B,Wizard Labels,"29124 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3027,6,3,60,30,3,,500,pcs,0.196,0,0.196,1,0.196,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Myo-Inositol-8oz,Label,C,Wizard Labels,"29125 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3028,6,3,60,30,3,,500,pcs,0.1733,0,0.1733,1,0.1733,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Monk-Fruit-Ext-5oz,Label,A,Wizard Labels,"29126 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3029,6,3,60,30,3,,500,pcs,0.1825,0,0.1825,1,0.1825,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Organic-Stevia-8oz,Label,B,Wizard Labels,"29127 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3030,6,3,60,30,3,,500,pcs,0.27,0,0.27,1,0.27,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-1.25x7.125-Retinol-Cream-2oz,Label,C,Wizard Labels,"29128 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3031,6,3,60,30,3,,500,pcs,0.3194,0,0.3194,1,0.3194,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Magnesium-Bisglycinate-10oz,Label,C,Wizard Labels,"29129 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3032,6,3,60,30,3,,500,pcs,0.2088,0,0.2088,1,0.2088,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Green-Coffee-Bean-Powder-125g,Label,C,Wizard Labels,"29130 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3033,6,3,60,30,3,,500,pcs,0.1971,0,0.1971,1,0.1971,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Organic-Matcha-Powder-125g,Label,C,Wizard Labels,"29131 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3034,6,3,60,30,3,,500,pcs,0.13,0,0.13,1,0.13,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Organic-WheatGrass-Powder-300g,Label,C,Wizard Labels,"29132 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3035,6,3,60,30,3,,500,pcs,0.32,0,0.32,1,0.32,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Organic-Cordyceps-Powder-200g,Label,C,Wizard Labels,"29133 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3036,6,3,60,30,3,,500,pcs,0.34,,0.34,1,0.34,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Organic-Spirulina-Powder-250g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.27,0,0.27,1,0.27,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-Shrink-Sleeve-Monk-Fruit-Extract-US-2oz,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.16,0,0.16,1,0.16,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
AY-Hair-Skin-Nails-Vitamins-60-Norax,turnkey FG,B,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,770-683-8800,93,6,60,30,3,,1000,pcs,5.05,,5.05,1,5.05,Pcs,,,jen@noraxsupplements.com,404-433-8851,50/50,,,,,,,,,1,102,,,,,,,,,,,
LABL-OPTML-2.5x7-Hair-Savior-60,Label,,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.56,0,0.56,1,0.56,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,For Hibernate,,,,,,,,,
M1612CL-Dome-Shrink-Band 100X180mm,Safety Shrink Band,A,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,,5000,pcs,0.107,0,0.107,1,0.107,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,,M1612CL,,,,,,,1,17,,,,,,,,,,,
PCH-5oz-PS-Stndup-Matt,Container/Pouch,A,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,30,3,1,5000,pcs,0.15,0,0.15,1,0.15,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
PCH-5oz-Stndup-WH-Matt,Container/Pouch,C,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,30,3,1,5000,pcs,0.24,0,0.24,1,0.24,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
PCH-16oz-WHYZ-Stndup-Matt,Container/Pouch,C,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,30,3,1,5000,pcs,0.19,,0.19,1,0.19,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
LABL-PS-3.75x3-CDP-Choline-10g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.24,,0.24,1,0.24,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-4x6-Vitamin-C-1kg,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.24,,0.24,1,0.24,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x3-Agmatine-100g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.24,,0.24,1,0.24,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x3-Alpha-GPC-100g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.3238,0,0.3238,1,0.3238,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x3-Dihydromyricetin-DHM-100g,Label,A,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.27,0,0.27,1,0.27,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x4.75-Beta-Alanine-1kg,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.24,0,0.24,1,0.24,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x4.75-Spirulina-Org-250g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x4.75-Spirulina-Org-1kg,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x4.75-Alcar-250g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.24,0,0.24,1,0.24,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,,12,,,,,,,,,,,
LABL-PS-3.75x4.75-Spirulina-Org-16oz,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.33,0,0.33,1,0.33,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,,12,,,,,,,,,,,
LABL-TH-3.75x3-Matcha-Green-Tea-5oz-Organic-Back,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.3,0.0273,0.3273,1,0.3273,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-TH-3.75x3-Jasmine-Green-Tea-4oz-Back,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.19,,0.19,1,0.19,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-TA-5.8x0.625-Milia-Spot-Treatment-0.5oz,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.2931,0,0.2931,1,0.2931,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
PCH-24oz-Stndup-WH-Matt,Container/Pouch,,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,3,6,60,30,3,,500,pcs,0.36,0,0.36,1,0.36,Pcs,,,,909-923-9588,CBS,https://www.sav-onbags.com/2-lb-Stand-Up-Pouch_p_91.html,1010-032,,,,,,,,12,,,,,,,,,,,
WL-Stock-Sleep-Capsules-60-SMP,White Label,C,Supplement Manufacturing Partner,"250 Executive Drive Unit L, Edgewood, NY 11717",,833-810-9896,42,7,60,30,3,,1000,pcs,4.98,,4.98,1,4.98,Pcs,,,,,CBS,,,,,,,,,,52,,,,,,,,,,,
LABL-AY-3.75x3-Warrior-Two-Front,Label,B,Wizard Labels,"29110 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3013,6,3,60,30,3,,500,pcs,0.1426,0,0.1426,1,0.1426,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-L-Theanine-Powder-125g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.34,,0.34,1,0.34,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-WHYZ-4x6-Vitamin-C-Powder-500g,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.34,,0.34,1,0.34,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-3.75x3-Milia-Patches-5pack,Label,C,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.09,0,0.09,1,0.09,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
WL-Retinol-Cream-2oz-PLSF,White Label,C,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,500,pcs,3.5,0,3.5,1,3.5,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,,150,,,,,,,,,,,
LABL-TA-3.75x3-TA-Milia-Remover-Kit,Label,,Wizard Labels,"29134 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3037,6,3,60,30,3,,500,pcs,0.47,,0.47,1,0.47,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-AY-7.5X3-Hair-Savior-60-caps,Label,B,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3037,6,3,60,30,3,1,500,pcs,0.1575,0,0.1575,1,0.1575,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
LABL-TA-7.5x3-Hair-Savior-60-caps,Label,C,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3037,6,3,60,30,3,1,500,pcs,1.43,0,1.43,1,1.43,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,,12,,,,,,,,,,,
WL-Oil-Free-Skin-Repair-Serum-2oz-Shay,White Label,C,Shay Labs,"2200 Tech Court, Woodstock, IL 60098",pam@shaylabs.com,(800) 358-6155,60,8,60,30,3,,500,pcs,0.29,0,0.29,1,0.29,Pcs,,,pam@shaylabs.com,(800) 358-6155,50 DP/50 NET60,,,,,,,,,,71,,,,,,,,,,,
PCH-5oz-WHYZ-OrganicMonkFruit-Preprinted,Container/Pouch,A,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,5000,pcs,0.3,0,0.3,1,0.3,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
WL-Acne-Face-Cream-2oz-Shay,White Label,A,Shay Labs,"2200 Tech Court, Woodstock, IL 60098",pam@shaylabs.com,(800) 358-6155,60,8,60,30,3,,500,pcs,1.69,0.067,1.757,1,1.757,Pcs,,,pam@shaylabs.com,(800) 358-6155,50 DP/50 NET60,,,,,,,,,,71,,,,,,,,,,,
AY-Crepey-Skin-Repair-Treatment-8oz-HS,Turnkey FG,A,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,5000,pcs,2.4,0,2.4,1,2.4,Pcs,,,christina@healthspecialty.com,562-273-0348,NET30,https://www.wizardlabels.com/,,,,,,,,1,91,,Temporarily removed from B08JRTPCSN - AY-Crepe-Skin-Repair-Treatment-8oz; use WL-Crepey-Lotion-8oz-HS instead,,,,,,,,,
